Local time,Open,High,Low,Close,Volume
03.10.2022 23:00:00.000 GMT+0200,4.82731,4.82856,4.78929,4.80947,56751.960600000006
04.10.2022 23:00:00.000 GMT+0200,4.80084,4.84646,4.78863,4.81555,47088.14000000001
05.10.2022 23:00:00.000 GMT+0200,4.81491,4.89000,4.80769,4.88488,55018.8295
06.10.2022 23:00:00.000 GMT+0200,4.88487,4.88902,4.85026,4.85579,34438.08
07.10.2022 23:00:00.000 GMT+0200,4.85579,4.85579,4.85579,4.85579,0
08.10.2022 23:00:00.000 GMT+0200,4.85579,4.85579,4.85579,4.85579,0
09.10.2022 23:00:00.000 GMT+0200,4.85585,4.88330,4.84213,4.85468,52414.58959999999
10.10.2022 23:00:00.000 GMT+0200,4.85468,4.87431,4.83163,4.84715,66587.2995
11.10.2022 23:00:00.000 GMT+0200,4.84260,4.86302,4.83496,4.83563,43562.7904
12.10.2022 23:00:00.000 GMT+0200,4.83345,4.85614,4.79683,4.79683,71225.8198
13.10.2022 23:00:00.000 GMT+0200,4.79341,4.83968,4.78938,4.79990,58010.590099999994
14.10.2022 23:00:00.000 GMT+0200,4.79990,4.79990,4.79990,4.79990,0
15.10.2022 23:00:00.000 GMT+0200,4.79990,4.79990,4.79990,4.79990,0
16.10.2022 23:00:00.000 GMT+0200,4.80292,4.85482,4.79092,4.79092,35636.0902
17.10.2022 23:00:00.000 GMT+0200,4.78408,4.81961,4.77965,4.78145,60431.5396
18.10.2022 23:00:00.000 GMT+0200,4.77856,4.80595,4.77330,4.79504,77055.3192
19.10.2022 23:00:00.000 GMT+0200,4.78722,4.80600,4.76125,4.76691,41247.8298
20.10.2022 23:00:00.000 GMT+0200,4.76256,4.78756,4.75855,4.77426,46178.20999999999
21.10.2022 23:00:00.000 GMT+0200,4.77426,4.77426,4.77426,4.77426,0
22.10.2022 23:00:00.000 GMT+0200,4.77426,4.77426,4.77426,4.77426,0
23.10.2022 23:00:00.000 GMT+0200,4.76729,4.79196,4.76410,4.78239,60771.76010000002
24.10.2022 23:00:00.000 GMT+0200,4.77726,4.78844,4.75595,4.76312,34335.080200000004
25.10.2022 23:00:00.000 GMT+0200,4.76313,4.77385,4.70958,4.74015,52491.33959999999
26.10.2022 23:00:00.000 GMT+0200,4.73873,4.76206,4.71595,4.71866,37484.8005
27.10.2022 23:00:00.000 GMT+0200,4.71867,4.73635,4.71187,4.71523,33185.6498
28.10.2022 23:00:00.000 GMT+0200,4.71523,4.71523,4.71523,4.71523,0
29.10.2022 23:00:00.000 GMT+0200,4.71523,4.71523,4.71523,4.71523,0
30.10.2022 22:00:00.000 GMT+0100,4.71616,4.73175,4.70435,4.71363,32506.469599999993
31.10.2022 22:00:00.000 GMT+0100,4.70679,4.71766,4.69662,4.69966,9884.039999999999
01.11.2022 22:00:00.000 GMT+0100,4.69819,4.70987,4.69360,4.69845,22774.2797
02.11.2022 22:00:00.000 GMT+0100,4.69805,4.71406,4.68610,4.69145,11677.9901
03.11.2022 22:00:00.000 GMT+0100,4.69058,4.69535,4.67506,4.68448,28489.86
