Local time,Open,High,Low,Close,Volume
12.09.2020 23:00:00.000 GMT+0200,4.43575,4.43575,4.43575,4.43575,0
13.09.2020 23:00:00.000 GMT+0200,4.44429,4.45289,4.43972,4.44595,19388.3
14.09.2020 23:00:00.000 GMT+0200,4.44114,4.45665,4.43365,4.44635,32049.629999999997
15.09.2020 23:00:00.000 GMT+0200,4.44705,4.45531,4.44043,4.44655,52052.999800000005
16.09.2020 23:00:00.000 GMT+0200,4.44229,4.46073,4.44216,4.44975,31794.5002
17.09.2020 23:00:00.000 GMT+0200,4.44870,4.46336,4.44735,4.45269,47703.3701
18.09.2020 23:00:00.000 GMT+0200,4.45269,4.45269,4.45269,4.45269,0
19.09.2020 23:00:00.000 GMT+0200,4.45269,4.45269,4.45269,4.45269,0
20.09.2020 23:00:00.000 GMT+0200,4.45241,4.50004,4.44534,4.49093,34440.27989999999
21.09.2020 23:00:00.000 GMT+0200,4.49186,4.51485,4.47796,4.48456,34906.929800000005
22.09.2020 23:00:00.000 GMT+0200,4.47820,4.51840,4.47365,4.51575,68489.8498
23.09.2020 23:00:00.000 GMT+0200,4.51281,4.56217,4.49818,4.55315,58318.01000000001
24.09.2020 23:00:00.000 GMT+0200,4.54807,4.56212,4.53694,4.54600,39361.3598
25.09.2020 23:00:00.000 GMT+0200,4.54600,4.54600,4.54600,4.54600,0
26.09.2020 23:00:00.000 GMT+0200,4.54600,4.54600,4.54600,4.54600,0
27.09.2020 23:00:00.000 GMT+0200,4.54450,4.58975,4.54084,4.58225,33147.85999999999
28.09.2020 23:00:00.000 GMT+0200,4.57448,4.59587,4.50200,4.52776,55199.51
29.09.2020 23:00:00.000 GMT+0200,4.52083,4.54728,4.50365,4.52605,53744.5297
30.09.2020 23:00:00.000 GMT+0200,4.52685,4.53056,4.47339,4.48035,38449.179800000005
01.10.2020 23:00:00.000 GMT+0200,4.48045,4.50797,4.47459,4.49815,44989.250100000005
02.10.2020 23:00:00.000 GMT+0200,4.49815,4.49815,4.49815,4.49815,0
03.10.2020 23:00:00.000 GMT+0200,4.49815,4.49815,4.49815,4.49815,0
04.10.2020 23:00:00.000 GMT+0200,4.49046,4.50366,4.47738,4.49195,30797.550099999997
05.10.2020 23:00:00.000 GMT+0200,4.48779,4.50008,4.47313,4.48428,59225.539899999996
06.10.2020 23:00:00.000 GMT+0200,4.47756,4.49045,4.46933,4.48225,41176.96990000001
07.10.2020 23:00:00.000 GMT+0200,4.47554,4.49274,4.46890,4.47967,35427.9
08.10.2020 23:00:00.000 GMT+0200,4.47953,4.48988,4.44889,4.46006,36125.32009999999
09.10.2020 23:00:00.000 GMT+0200,4.46006,4.46006,4.46006,4.46006,0
10.10.2020 23:00:00.000 GMT+0200,4.46006,4.46006,4.46006,4.46006,0
11.10.2020 23:00:00.000 GMT+0200,4.46225,4.48939,4.44765,4.44783,46158.41999999999
12.10.2020 23:00:00.000 GMT+0200,4.44769,4.49721,4.44488,4.49326,37170.270300000004
13.10.2020 23:00:00.000 GMT+0200,4.49096,4.51931,4.48335,4.51249,44465.6298
14.10.2020 23:00:00.000 GMT+0200,4.51249,4.56135,4.49786,4.54628,74834.69029999999
15.10.2020 23:00:00.000 GMT+0200,4.54076,4.58115,4.52879,4.54326,32632.980199999998
16.10.2020 23:00:00.000 GMT+0200,4.54326,4.54326,4.54326,4.54326,0
17.10.2020 23:00:00.000 GMT+0200,4.54326,4.54326,4.54326,4.54326,0
18.10.2020 23:00:00.000 GMT+0200,4.53995,4.57785,4.53481,4.57275,23326.180000000004
19.10.2020 23:00:00.000 GMT+0200,4.57206,4.59060,4.55919,4.56027,24143.2901
20.10.2020 23:00:00.000 GMT+0200,4.56027,4.59435,4.55145,4.55764,32905.0999
21.10.2020 23:00:00.000 GMT+0200,4.55505,4.59149,4.55500,4.57425,35091.6196
22.10.2020 23:00:00.000 GMT+0200,4.57235,4.58988,4.56393,4.56393,32962.76980000001
23.10.2020 23:00:00.000 GMT+0200,4.56393,4.56393,4.56393,4.56393,0
24.10.2020 23:00:00.000 GMT+0200,4.56393,4.56393,4.56393,4.56393,0
25.10.2020 22:00:00.000 GMT+0100,4.56732,4.58628,4.55995,4.57400,37594.8796
26.10.2020 22:00:00.000 GMT+0100,4.57400,4.59155,4.57362,4.58565,40709.280300000006
27.10.2020 22:00:00.000 GMT+0100,4.58505,4.63452,4.57887,4.63225,50281.350000000006
28.10.2020 22:00:00.000 GMT+0100,4.63197,4.64516,4.60516,4.62275,43946.54
29.10.2020 22:00:00.000 GMT+0100,4.61968,4.63081,4.59725,4.60239,36304.7498
30.10.2020 22:00:00.000 GMT+0100,4.60239,4.60239,4.60239,4.60239,0
31.10.2020 22:00:00.000 GMT+0100,4.60239,4.60239,4.60239,4.60239,0
01.11.2020 23:00:00.000 GMT+0100,4.60595,4.61655,4.58965,4.60115,49323.5399
02.11.2020 23:00:00.000 GMT+0100,4.60105,4.60276,4.52628,4.52628,54632.740000000005
03.11.2020 23:00:00.000 GMT+0100,4.54117,4.60349,4.52484,4.54245,58400.7496
04.11.2020 23:00:00.000 GMT+0100,4.53872,4.54720,4.50425,4.52065,103353.77970000001
05.11.2020 23:00:00.000 GMT+0100,4.52025,4.54120,4.49770,4.49816,56057.6704
06.11.2020 23:00:00.000 GMT+0100,4.49816,4.49816,4.49816,4.49816,0
07.11.2020 23:00:00.000 GMT+0100,4.49816,4.49816,4.49816,4.49816,0
08.11.2020 23:00:00.000 GMT+0100,4.50175,4.50285,4.45905,4.47759,86126.85930000001
09.11.2020 23:00:00.000 GMT+0100,4.47495,4.50995,4.46570,4.48357,106487.9505
10.11.2020 23:00:00.000 GMT+0100,4.48285,4.50686,4.47575,4.48095,42302.12980000002
11.11.2020 23:00:00.000 GMT+0100,4.48070,4.49396,4.47527,4.48883,48506.86959999999
12.11.2020 23:00:00.000 GMT+0100,4.48893,4.50067,4.47203,4.47203,72204.7996
13.11.2020 23:00:00.000 GMT+0100,4.47203,4.47203,4.47203,4.47203,0
14.11.2020 23:00:00.000 GMT+0100,4.47203,4.47203,4.47203,4.47203,0
15.11.2020 23:00:00.000 GMT+0100,4.48153,4.49368,4.46070,4.46905,81201.8698
16.11.2020 23:00:00.000 GMT+0100,4.46854,4.50235,4.46341,4.48545,64376.0396
17.11.2020 23:00:00.000 GMT+0100,4.48428,4.49156,4.46343,4.46396,49988.61999999998
18.11.2020 23:00:00.000 GMT+0100,4.46335,4.48221,4.45745,4.45745,41501.1302
19.11.2020 23:00:00.000 GMT+0100,4.45729,4.47520,4.45676,4.46501,64922.66930000001
20.11.2020 23:00:00.000 GMT+0100,4.46501,4.46501,4.46501,4.46501,0
21.11.2020 23:00:00.000 GMT+0100,4.46501,4.46501,4.46501,4.46501,0
22.11.2020 23:00:00.000 GMT+0100,4.46325,4.47881,4.45968,4.46895,42501.460699999996
23.11.2020 23:00:00.000 GMT+0100,4.46872,4.47399,4.45863,4.45983,19900.54
24.11.2020 23:00:00.000 GMT+0100,4.45983,4.47502,4.45875,4.46226,51641.63029999999
25.11.2020 23:00:00.000 GMT+0100,4.46128,4.47909,4.45997,4.47246,26910.4997
26.11.2020 23:00:00.000 GMT+0100,4.47104,4.49334,4.47086,4.47386,13801.260099999998
27.11.2020 23:00:00.000 GMT+0100,4.47386,4.47386,4.47386,4.47386,0
28.11.2020 23:00:00.000 GMT+0100,4.47386,4.47386,4.47386,4.47386,0
29.11.2020 23:00:00.000 GMT+0100,4.48635,4.48874,4.46707,4.47506,37643.459500000004
30.11.2020 23:00:00.000 GMT+0100,4.46987,4.48317,4.44284,4.44575,32364.590399999994
01.12.2020 23:00:00.000 GMT+0100,4.43975,4.49090,4.43939,4.47286,26227.6001
02.12.2020 23:00:00.000 GMT+0100,4.47285,4.48484,4.46257,4.46625,28261.6599
03.12.2020 23:00:00.000 GMT+0100,4.46526,4.48075,4.46307,4.46495,62794.749599999996
04.12.2020 23:00:00.000 GMT+0100,4.46495,4.46495,4.46495,4.46495,0
05.12.2020 23:00:00.000 GMT+0100,4.46495,4.46495,4.46495,4.46495,0
06.12.2020 23:00:00.000 GMT+0100,4.46635,4.48165,4.45999,4.47049,30138.039999999997
07.12.2020 23:00:00.000 GMT+0100,4.47049,4.48779,4.44452,4.44635,27662.6201
08.12.2020 23:00:00.000 GMT+0100,4.44625,4.45072,4.41646,4.43234,24263.500099999997
09.12.2020 23:00:00.000 GMT+0100,4.43231,4.43404,4.41243,4.42396,27763.970200000003
10.12.2020 23:00:00.000 GMT+0100,4.42415,4.45152,4.42104,4.44415,21188.679899999996
11.12.2020 23:00:00.000 GMT+0100,4.44415,4.44415,4.44415,4.44415,0
